latitude,longitude,id
-73,-47,06090
-73,-46,06091
-73,-45,06092
-73,-44,06093
-73,-43,06094
-73,-42,06095
-73,-41,06096
-73,-40,06097
-73,-39,06098
-73,-38,06099
-73,-37,06100
-73,-36,06101
-73,-35,06102
-73,-34,06103
-73,-33,06104
-73,-32,06105
-73,-31,06106
-73,-30,06107
-73,-29,06108
-73,-28,06109
-73,-27,06110
-73,-26,06111
-73,-25,06112
-73,-24,06113
-73,-23,06114
-73,-22,06115
-73,-21,06116
-73,-20,06117
-73,-19,06118
-73,-18,06119
-73,-17,06120
-73,-16,06121
-73,166,05942
-73,167,05943
-73,168,05944
-73,169,05945
-73,170,05946
-73,171,05947
-73,172,05948
-73,173,05949
-73,174,05950
-73,175,05951
-73,176,05952
-73,177,05953
-73,178,05954
-73,179,05955
-73,180,05956
-72,-180,06318
-72,-179,06319
-72,-178,06320
-72,-177,06321
-72,-176,06322
-72,-175,06323
-72,-174,06324
-72,-173,06325
-72,-172,06326
-72,-171,06327
-72,-170,06328
-72,-169,06329
-72,-168,06330
-72,-167,06331
-72,-166,06332
-72,-165,06333
-72,-164,06334
-72,-163,06335
-72,-162,06336
-72,-161,06337
-72,-160,06338
-72,-159,06339
-72,-158,06340
-72,-157,06341
-72,-156,06342
-72,-155,06343
-72,-154,06344
-72,-153,06345
-72,-152,06346
-72,-151,06347
-72,-150,06348
-72,-149,06349
-72,-148,06350
-72,-147,06351
-72,-146,06352
-72,-145,06353
-72,-144,06354
-72,-143,06355
-72,-142,06356
-72,-141,06357
-72,-140,06358
-72,-139,06359
-72,-138,06360
-72,-137,06361
-72,-136,06362
-72,-135,06363
-72,-134,06364
-72,-133,06365
-72,-132,06366
-72,-131,06367
-72,-130,06368
-72,-129,06369
-72,-128,06370
-72,-127,06371
-72,-126,06372
-72,-125,06373
-72,-124,06374
-72,-123,06375
-72,-122,06376
-72,-121,06377
-72,-120,06378
-72,-119,06379
-72,-118,06380
-72,-117,06381
-72,-116,06382
-72,-115,06383
-72,-114,06384
-72,-113,06385
-72,-112,06386
-72,-111,06387
-72,-110,06388
-72,-109,06389
-72,-108,06390
-72,-107,06391
-72,-106,06392
-72,-105,06393
-72,-104,06394
-72,-103,06395
-72,-102,06396
-72,-101,06397
-72,-100,06398
-72,-99,06399
-72,-98,06400
-72,-97,06401
-72,-96,06402
-72,-95,06403
-72,-94,06404
-72,-93,06405
-72,-92,06406
-72,-91,06407
-72,-90,06408
-72,-89,06409
-72,-88,06410
-72,-87,06411
-72,-86,06412
-72,-85,06413
-72,-84,06414
-72,-83,06415
-72,-82,06416
-72,-81,06417
-72,-80,06418
-72,-79,06419
-72,-78,06420
-72,-77,06421
-72,-76,06422
-72,-75,06423
-72,-74,06424
-72,-73,06425
-72,-72,06426
-72,-71,06427
-72,-70,06428
-72,-69,06429
-72,-63,06435
-72,-62,06436
-72,-61,06437
-72,-60,06438
-72,-59,06439
-72,-58,06440
-72,-57,06441
-72,-56,06442
-72,-55,06443
-72,-54,06444
-72,-53,06445
-72,-52,06446
-72,-51,06447
-72,-50,06448
-72,-49,06449
-72,-48,06450
-72,-47,06451
-72,-46,06452
-72,-45,06453
-72,-44,06454
-72,-43,06455
-72,-42,06456
-72,-41,06457
-72,-40,06458
-72,-39,06459
-72,-38,06460
-72,-37,06461
-72,-36,06462
-72,-35,06463
-72,-34,06464
-72,-33,06465
-72,-32,06466
-72,-31,06467
-72,-30,06468
-72,-29,06469
-72,-28,06470
-72,-27,06471
-72,-26,06472
-72,-25,06473
-72,-24,06474
-72,-23,06475
-72,-22,06476
-72,-21,06477
-72,-20,06478
-72,-19,06479
-72,-18,06480
-72,-17,06481
-72,-16,06482
-72,-15,06483
-72,-14,06484
-72,-13,06485
-72,68,06205
-72,69,06206
-72,70,06207
-72,169,06306
-72,170,06307
-72,171,06308
-72,172,06309
-72,173,06310
-72,174,06311
-72,175,06312
-72,176,06313
-72,177,06314
-72,178,06315
-72,179,06316
-72,180,06317
-71,-180,06679
-71,-179,06680
-71,-178,06681
-71,-177,06682
-71,-176,06683
-71,-175,06684
-71,-174,06685
-71,-173,06686
-71,-172,06687
-71,-171,06688
-71,-170,06689
-71,-169,06690
-71,-168,06691
-71,-167,06692
-71,-166,06693
-71,-165,06694
-71,-164,06695
-71,-163,06696
-71,-162,06697
-71,-161,06698
-71,-160,06699
-71,-159,06700
-71,-158,06701
-71,-157,06702
-71,-156,06703
-71,-155,06704
-71,-154,06705
-71,-153,06706
-71,-152,06707
-71,-151,06708
-71,-150,06709
-71,-149,06710
-71,-148,06711
-71,-147,06712
-71,-146,06713
-71,-145,06714
-71,-144,06715
-71,-143,06716
-71,-142,06717
-71,-141,06718
-71,-140,06719
-71,-139,06720
-71,-138,06721
-71,-137,06722
-71,-136,06723
-71,-135,06724
-71,-134,06725
-71,-133,06726
-71,-132,06727
-71,-131,06728
-71,-130,06729
-71,-129,06730
-71,-128,06731
-71,-127,06732
-71,-126,06733
-71,-125,06734
-71,-124,06735
-71,-123,06736
-71,-122,06737
-71,-121,06738
-71,-120,06739
-71,-119,06740
-71,-118,06741
-71,-117,06742
-71,-116,06743
-71,-115,06744
-71,-114,06745
-71,-113,06746
-71,-112,06747
-71,-111,06748
-71,-110,06749
-71,-109,06750
-71,-108,06751
-71,-107,06752
-71,-106,06753
-71,-105,06754
-71,-104,06755
-71,-103,06756
-71,-102,06757
-71,-101,06758
-71,-100,06759
-71,-99,06760
-71,-98,06761
-71,-97,06762
-71,-96,06763
-71,-95,06764
-71,-94,06765
-71,-93,06766
-71,-92,06767
-71,-91,06768
-71,-90,06769
-71,-89,06770
-71,-88,06771
-71,-87,06772
-71,-86,06773
-71,-85,06774
-71,-84,06775
-71,-83,06776
-71,-82,06777
-71,-81,06778
-71,-80,06779
-71,-79,06780
-71,-78,06781
-71,-77,06782
-71,-76,06783
-71,-75,06784
-71,-74,06785
-71,-73,06786
-71,-70,06789
-71,-69,06790
-71,-63,06796
-71,-62,06797
-71,-61,06798
-71,-60,06799
-71,-59,06800
-71,-58,06801
-71,-57,06802
-71,-56,06803
-71,-55,06804
-71,-54,06805
-71,-53,06806
-71,-52,06807
-71,-51,06808
-71,-50,06809
-71,-49,06810
-71,-48,06811
-71,-47,06812
-71,-46,06813
-71,-45,06814
-71,-44,06815
-71,-43,06816
-71,-42,06817
-71,-41,06818
-71,-40,06819
-71,-39,06820
-71,-38,06821
-71,-37,06822
-71,-36,06823
-71,-35,06824
-71,-34,06825
-71,-33,06826
-71,-32,06827
-71,-31,06828
-71,-30,06829
-71,-29,06830
-71,-28,06831
-71,-27,06832
-71,-26,06833
-71,-25,06834
-71,-24,06835
-71,-23,06836
-71,-22,06837
-71,-21,06838
-71,-20,06839
-71,-19,06840
-71,-18,06841
-71,-17,06842
-71,-16,06843
-71,-15,06844
-71,-14,06845
-71,-13,06846
-71,-12,06847
-71,-11,06848
-71,-10,06849
-71,-9,06850
-71,-8,06851
-71,-7,06852
-71,-6,06853
-71,-5,06854
-71,-4,06855
-71,-3,06856
-71,-2,06857
-71,-1,06858
-71,0,06498
-71,1,06499
-71,68,06566
-71,69,06567
-71,70,06568
-71,71,06569
-71,167,06665
-71,168,06666
-71,169,06667
-71,170,06668
-71,171,06669
-71,172,06670
-71,173,06671
-71,174,06672
-71,175,06673
-71,176,06674
-71,177,06675
-71,178,06676
-71,179,06677
-71,180,06678
-70,-180,07040
-70,-179,07041
-70,-178,07042
-70,-177,07043
-70,-176,07044
-70,-175,07045
-70,-174,07046
-70,-173,07047
-70,-172,07048
-70,-171,07049
-70,-170,07050
-70,-169,07051
-70,-168,07052
-70,-167,07053
-70,-166,07054
-70,-165,07055
-70,-164,07056
-70,-163,07057
-70,-162,07058
-70,-161,07059
-70,-160,07060
-70,-159,07061
-70,-158,07062
-70,-157,07063
-70,-156,07064
-70,-155,07065
-70,-154,07066
-70,-153,07067
-70,-152,07068
-70,-151,07069
-70,-150,07070
-70,-149,07071
-70,-148,07072
-70,-147,07073
-70,-146,07074
-70,-145,07075
-70,-144,07076
-70,-143,07077
-70,-142,07078
-70,-141,07079
-70,-140,07080
-70,-139,07081
-70,-138,07082
-70,-137,07083
-70,-136,07084
-70,-135,07085
-70,-134,07086
-70,-133,07087
-70,-132,07088
-70,-131,07089
-70,-130,07090
-70,-129,07091
-70,-128,07092
-70,-127,07093
-70,-126,07094
-70,-125,07095
-70,-124,07096
-70,-123,07097
-70,-122,07098
-70,-121,07099
-70,-120,07100
-70,-119,07101
-70,-118,07102
-70,-117,07103
-70,-116,07104
-70,-115,07105
-70,-114,07106
-70,-113,07107
-70,-112,07108
-70,-111,07109
-70,-110,07110
-70,-109,07111
-70,-108,07112
-70,-107,07113
-70,-106,07114
-70,-105,07115
-70,-104,07116
-70,-103,07117
-70,-102,07118
-70,-101,07119
-70,-100,07120
-70,-99,07121
-70,-98,07122
-70,-97,07123
-70,-96,07124
-70,-95,07125
-70,-94,07126
-70,-93,07127
-70,-92,07128
-70,-91,07129
-70,-90,07130
-70,-89,07131
-70,-88,07132
-70,-87,07133
-70,-86,07134
-70,-85,07135
-70,-84,07136
-70,-83,07137
-70,-82,07138
-70,-81,07139
-70,-80,07140
-70,-79,07141
-70,-78,07142
-70,-77,07143
-70,-76,07144
-70,-75,07145
-70,-74,07146
-70,-73,07147
-70,-71,07149
-70,-70,07150
-70,-69,07151
-70,-64,07156
-70,-63,07157
-70,-62,07158
-70,-61,07159
-70,-60,07160
-70,-59,07161
-70,-58,07162
-70,-57,07163
-70,-56,07164
-70,-55,07165
-70,-54,07166
-70,-53,07167
-70,-52,07168
-70,-51,07169
-70,-50,07170
-70,-49,07171
-70,-48,07172
-70,-47,07173
-70,-46,07174
-70,-45,07175
-70,-44,07176
-70,-43,07177
-70,-42,07178
-70,-41,07179
-70,-40,07180
-70,-39,07181
-70,-38,07182
-70,-37,07183
-70,-36,07184
-70,-35,07185
-70,-34,07186
-70,-33,07187
-70,-32,07188
-70,-31,07189
-70,-30,07190
-70,-29,07191
-70,-28,07192
-70,-27,07193
-70,-26,07194
-70,-25,07195
-70,-24,07196
-70,-23,07197
-70,-22,07198
-70,-21,07199
-70,-20,07200
-70,-19,07201
-70,-18,07202
-70,-17,07203
-70,-16,07204
-70,-15,07205
-70,-14,07206
-70,-13,07207
-70,-12,07208
-70,-11,07209
-70,-10,07210
-70,-9,07211
-70,-8,07212
-70,-7,07213
-70,-6,07214
-70,-5,07215
-70,-4,07216
-70,-3,07217
-70,-2,07218
-70,-1,07219
-70,0,06859
-70,1,06860
-70,2,06861
-70,3,06862
-70,4,06863
-70,5,06864
-70,6,06865
-70,7,06866
-70,8,06867
-70,9,06868
-70,10,06869
-70,11,06870
-70,12,06871
-70,13,06872
-70,14,06873
-70,18,06877
-70,19,06878
-70,20,06879
-70,21,06880
-70,22,06881
-70,23,06882
-70,24,06883
-70,25,06884
-70,26,06885
-70,27,06886
-70,38,06897
-70,68,06927
-70,69,06928
-70,70,06929
-70,71,06930
-70,72,06931
-70,160,07019
-70,161,07020
-70,162,07021
-70,163,07022
-70,164,07023
-70,165,07024
-70,166,07025
-70,167,07026
-70,168,07027
-70,169,07028
-70,170,07029
-70,171,07030
-70,172,07031
-70,173,07032
-70,174,07033
-70,175,07034
-70,176,07035
-70,177,07036
-70,178,07037
-70,179,07038
-70,180,07039
-69,-180,07401
-69,-179,07402
-69,-178,07403
-69,-177,07404
-69,-176,07405
-69,-175,07406
-69,-174,07407
-69,-173,07408
-69,-172,07409
-69,-171,07410
-69,-170,07411
-69,-169,07412
-69,-168,07413
-69,-167,07414
-69,-166,07415
-69,-165,07416
-69,-164,07417
-69,-163,07418
-69,-162,07419
-69,-161,07420
-69,-160,07421
-69,-159,07422
-69,-158,07423
-69,-157,07424
-69,-156,07425
-69,-155,07426
-69,-154,07427
-69,-153,07428
-69,-152,07429
-69,-151,07430
-69,-150,07431
-69,-149,07432
-69,-148,07433
-69,-147,07434
-69,-146,07435
-69,-145,07436
-69,-144,07437
-69,-143,07438
-69,-142,07439
-69,-141,07440
-69,-140,07441
-69,-139,07442
-69,-138,07443
-69,-137,07444
-69,-136,07445
-69,-135,07446
-69,-134,07447
-69,-133,07448
-69,-132,07449
-69,-131,07450
-69,-130,07451
-69,-129,07452
-69,-128,07453
-69,-127,07454
-69,-126,07455
-69,-125,07456
-69,-124,07457
-69,-123,07458
-69,-122,07459
-69,-121,07460
-69,-120,07461
-69,-119,07462
-69,-118,07463
-69,-117,07464
-69,-116,07465
-69,-115,07466
-69,-114,07467
-69,-113,07468
-69,-112,07469
-69,-111,07470
-69,-110,07471
-69,-109,07472
-69,-108,07473
-69,-107,07474
-69,-106,07475
-69,-105,07476
-69,-104,07477
-69,-103,07478
-69,-102,07479
-69,-101,07480
-69,-100,07481
-69,-99,07482
-69,-98,07483
-69,-97,07484
-69,-96,07485
-69,-95,07486
-69,-94,07487
-69,-93,07488
-69,-92,07489
-69,-91,07490
-69,-90,07491
-69,-89,07492
-69,-88,07493
-69,-87,07494
-69,-86,07495
-69,-85,07496
-69,-84,07497
-69,-83,07498
-69,-82,07499
-69,-81,07500
-69,-80,07501
-69,-79,07502
-69,-78,07503
-69,-77,07504
-69,-76,07505
-69,-75,07506
-69,-74,07507
-69,-73,07508
-69,-72,07509
-69,-71,07510
-69,-70,07511
-69,-69,07512
-69,-65,07516
-69,-64,07517
-69,-63,07518
-69,-62,07519
-69,-61,07520
-69,-60,07521
-69,-59,07522
-69,-58,07523
-69,-57,07524
-69,-56,07525
-69,-55,07526
-69,-54,07527
-69,-53,07528
-69,-52,07529
-69,-51,07530
-69,-50,07531
-69,-49,07532
-69,-48,07533
-69,-47,07534
-69,-46,07535
-69,-45,07536
-69,-44,07537
-69,-43,07538
-69,-42,07539
-69,-41,07540
-69,-40,07541
-69,-39,07542
-69,-38,07543
-69,-37,07544
-69,-36,07545
-69,-35,07546
-69,-34,07547
-69,-33,07548
-69,-32,07549
-69,-31,07550
-69,-30,07551
-69,-29,07552
-69,-28,07553
-69,-27,07554
-69,-26,07555
-69,-25,07556
-69,-24,07557
-69,-23,07558
-69,-22,07559
-69,-21,07560
-69,-20,07561
-69,-19,07562
-69,-18,07563
-69,-17,07564
-69,-16,07565
-69,-15,07566
-69,-14,07567
-69,-13,07568
-69,-12,07569
-69,-11,07570
-69,-10,07571
-69,-9,07572
-69,-8,07573
-69,-7,07574
-69,-6,07575
-69,-5,07576
-69,-4,07577
-69,-3,07578
-69,-2,07579
-69,-1,07580
-69,0,07220
-69,1,07221
-69,2,07222
-69,3,07223
-69,4,07224
-69,5,07225
-69,6,07226
-69,7,07227
-69,8,07228
-69,9,07229
-69,10,07230
-69,11,07231
-69,12,07232
-69,13,07233
-69,14,07234
-69,15,07235
-69,16,07236
-69,17,07237
-69,18,07238
-69,19,07239
-69,20,07240
-69,21,07241
-69,22,07242
-69,23,07243
-69,24,07244
-69,25,07245
-69,26,07246
-69,27,07247
-69,28,07248
-69,29,07249
-69,30,07250
-69,31,07251
-69,32,07252
-69,33,07253
-69,34,07254
-69,35,07255
-69,36,07256
-69,37,07257
-69,38,07258
-69,39,07259
-69,69,07289
-69,70,07290
-69,71,07291
-69,72,07292
-69,73,07293
-69,74,07294
-69,75,07295
-69,76,07296
-69,77,07297
-69,155,07375
-69,156,07376
-69,157,07377
-69,158,07378
-69,159,07379
-69,160,07380
-69,161,07381
-69,162,07382
-69,163,07383
-69,164,07384
-69,165,07385
-69,166,07386
-69,167,07387
-69,168,07388
-69,169,07389
-69,170,07390
-69,171,07391
-69,172,07392
-69,173,07393
-69,174,07394
-69,175,07395
-69,176,07396
-69,177,07397
-69,178,07398
-69,179,07399
-69,180,07400
-68,-180,07762
-68,-179,07763
-68,-178,07764
-68,-177,07765
-68,-176,07766
-68,-175,07767
-68,-174,07768
-68,-173,07769
-68,-172,07770
-68,-171,07771
-68,-170,07772
-68,-169,07773
-68,-168,07774
-68,-167,07775
-68,-166,07776
-68,-165,07777
-68,-164,07778
-68,-163,07779
-68,-162,07780
-68,-161,07781
-68,-160,07782
-68,-159,07783
-68,-158,07784
-68,-157,07785
-68,-156,07786
-68,-155,07787
-68,-154,07788
-68,-153,07789
-68,-152,07790
-68,-151,07791
-68,-150,07792
-68,-149,07793
-68,-148,07794
-68,-147,07795
-68,-146,07796
-68,-145,07797
-68,-144,07798
-68,-143,07799
-68,-142,07800
-68,-141,07801
-68,-140,07802
-68,-139,07803
-68,-138,07804
-68,-137,07805
-68,-136,07806
-68,-135,07807
-68,-134,07808
-68,-133,07809
-68,-132,07810
-68,-131,07811
-68,-130,07812
-68,-129,07813
-68,-128,07814
-68,-127,07815
-68,-126,07816
-68,-125,07817
-68,-124,07818
-68,-123,07819
-68,-122,07820
-68,-121,07821
-68,-120,07822
-68,-119,07823
-68,-118,07824
-68,-117,07825
-68,-116,07826
-68,-115,07827
-68,-114,07828
-68,-113,07829
-68,-112,07830
-68,-111,07831
-68,-110,07832
-68,-109,07833
-68,-108,07834
-68,-107,07835
-68,-106,07836
-68,-105,07837
-68,-104,07838
-68,-103,07839
-68,-102,07840
-68,-101,07841
-68,-100,07842
-68,-99,07843
-68,-98,07844
-68,-97,07845
-68,-96,07846
-68,-95,07847
-68,-94,07848
-68,-93,07849
-68,-92,07850
-68,-91,07851
-68,-90,07852
-68,-89,07853
-68,-88,07854
-68,-87,07855
-68,-86,07856
-68,-85,07857
-68,-84,07858
-68,-83,07859
-68,-82,07860
-68,-81,07861
-68,-80,07862
-68,-79,07863
-68,-78,07864
-68,-77,07865
-68,-76,07866
-68,-75,07867
-68,-74,07868
-68,-73,07869
-68,-72,07870
-68,-71,07871
-68,-70,07872
-68,-69,07873
-68,-67,07875
-68,-66,07876
-68,-65,07877
-68,-64,07878
-68,-63,07879
-68,-62,07880
-68,-61,07881
-68,-60,07882
-68,-59,07883
-68,-58,07884
-68,-57,07885
-68,-56,07886
-68,-55,07887
-68,-54,07888
-68,-53,07889
-68,-52,07890
-68,-51,07891
-68,-50,07892
-68,-49,07893
-68,-48,07894
-68,-47,07895
-68,-46,07896
-68,-45,07897
-68,-44,07898
-68,-43,07899
-68,-42,07900
-68,-41,07901
-68,-40,07902
-68,-39,07903
-68,-38,07904
-68,-37,07905
-68,-36,07906
-68,-35,07907
-68,-34,07908
-68,-33,07909
-68,-32,07910
-68,-31,07911
-68,-30,07912
-68,-29,07913
-68,-28,07914
-68,-27,07915
-68,-26,07916
-68,-25,07917
-68,-24,07918
-68,-23,07919
-68,-22,07920
-68,-21,07921
-68,-20,07922
-68,-19,07923
-68,-18,07924
-68,-17,07925
-68,-16,07926
-68,-15,07927
-68,-14,07928
-68,-13,07929
-68,-12,07930
-68,-11,07931
-68,-10,07932
-68,-9,07933
-68,-8,07934
-68,-7,07935
-68,-6,07936
-68,-5,07937
-68,-4,07938
-68,-3,07939
-68,-2,07940
-68,-1,07941
-68,0,07581
-68,1,07582
-68,2,07583
-68,3,07584
-68,4,07585
-68,5,07586
-68,6,07587
-68,7,07588
-68,8,07589
-68,9,07590
-68,10,07591
-68,11,07592
-68,12,07593
-68,13,07594
-68,14,07595
-68,15,07596
-68,16,07597
-68,17,07598
-68,18,07599
-68,19,07600
-68,20,07601
-68,21,07602
-68,22,07603
-68,23,07604
-68,24,07605
-68,25,07606
-68,26,07607
-68,27,07608
-68,28,07609
-68,29,07610
-68,30,07611
-68,31,07612
-68,32,07613
-68,33,07614
-68,34,07615
-68,35,07616
-68,36,07617
-68,37,07618
-68,38,07619
-68,39,07620
-68,40,07621
-68,41,07622
-68,42,07623
-68,43,07624
-68,44,07625
-68,69,07650
-68,70,07651
-68,71,07652
-68,72,07653
-68,73,07654
-68,74,07655
-68,75,07656
-68,76,07657
-68,77,07658
-68,78,07659
-68,79,07660
-68,148,07729
-68,149,07730
-68,150,07731
-68,151,07732
-68,152,07733
-68,153,07734
-68,154,07735
-68,155,07736
-68,156,07737
-68,157,07738
-68,158,07739
-68,159,07740
-68,160,07741
-68,161,07742
-68,162,07743
-68,163,07744
-68,164,07745
-68,165,07746
-68,166,07747
-68,167,07748
-68,168,07749
-68,169,07750
-68,170,07751
-68,171,07752
-68,172,07753
-68,173,07754
-68,174,07755
-68,175,07756
-68,176,07757
-68,177,07758
-68,178,07759
-68,179,07760
-68,180,07761
-67,-180,08123
-67,-179,08124
-67,-178,08125
-67,-177,08126
-67,-176,08127
-67,-175,08128
-67,-174,08129
-67,-173,08130
-67,-172,08131
-67,-171,08132
-67,-170,08133
-67,-169,08134
-67,-168,08135
-67,-167,08136
-67,-166,08137
-67,-165,08138
-67,-164,08139
-67,-163,08140
-67,-162,08141
-67,-161,08142
-67,-160,08143
-67,-159,08144
-67,-158,08145
-67,-157,08146
-67,-156,08147
-67,-155,08148
-67,-154,08149
-67,-153,08150
-67,-152,08151
-67,-151,08152
-67,-150,08153
-67,-149,08154
-67,-148,08155
-67,-147,08156
-67,-146,08157
-67,-145,08158
-67,-144,08159
-67,-143,08160
-67,-142,08161
-67,-141,08162
-67,-140,08163
-67,-139,08164
-67,-138,08165
-67,-137,08166
-67,-136,08167
-67,-135,08168
-67,-134,08169
-67,-133,08170
-67,-132,08171
-67,-131,08172
-67,-130,08173
-67,-129,08174
-67,-128,08175
-67,-127,08176
-67,-126,08177
-67,-125,08178
-67,-124,08179
-67,-123,08180
-67,-122,08181
-67,-121,08182
-67,-120,08183
-67,-119,08184
-67,-118,08185
-67,-117,08186
-67,-116,08187
-67,-115,08188
-67,-114,08189
-67,-113,08190
-67,-112,08191
-67,-111,08192
-67,-110,08193
-67,-109,08194
-67,-108,08195
-67,-107,08196
-67,-106,08197
-67,-105,08198
-67,-104,08199
-67,-103,08200
-67,-102,08201
-67,-101,08202
-67,-100,08203
-67,-99,08204
-67,-98,08205
-67,-97,08206
-67,-96,08207
-67,-95,08208
-67,-94,08209
-67,-93,08210
-67,-92,08211
-67,-91,08212
-67,-90,08213
-67,-89,08214
-67,-88,08215
-67,-87,08216
-67,-86,08217
-67,-85,08218
-67,-84,08219
-67,-83,08220
-67,-82,08221
-67,-81,08222
-67,-80,08223
-67,-79,08224
-67,-78,08225
-67,-77,08226
-67,-76,08227
-67,-75,08228
-67,-74,08229
-67,-73,08230
-67,-72,08231
-67,-71,08232
-67,-70,08233
-67,-69,08234
-67,-68,08235
-67,-67,08236
-67,-66,08237
-67,-65,08238
-67,-64,08239
-67,-63,08240
-67,-62,08241
-67,-61,08242
-67,-60,08243
-67,-59,08244
-67,-58,08245
-67,-57,08246
-67,-56,08247
-67,-55,08248
-67,-54,08249
-67,-53,08250
-67,-52,08251
-67,-51,08252
-67,-50,08253
-67,-49,08254
-67,-48,08255
-67,-47,08256
-67,-46,08257
-67,-45,08258
-67,-44,08259
-67,-43,08260
-67,-42,08261
-67,-41,08262
-67,-40,08263
-67,-39,08264
-67,-38,08265
-67,-37,08266
-67,-36,08267
-67,-35,08268
-67,-34,08269
-67,-33,08270
-67,-32,08271
-67,-31,08272
-67,-30,08273
-67,-29,08274
-67,-28,08275
